manufacturer,part_number,title,shape,outer_diameter_mm,clear_aperture_mm,effective_focal_length_mm,back_focal_length_mm,coating,wavelength_min_nm,wavelength_max_nm,reference_wavelength_nm,designable,r1_mm,r2_mm,r3_mm,glass1,glass2,ct1_mm,ct2_mm,source_file,source_sheet,source_row,source_sha256,imported_at
Edmund Optics,08-083,TS 合成石英製両凸レンズ 18 x 20,double_convex,18.0,17.0,20.0,17.18,Uncoated,200.0,2200.0,587.6,1,17.05,-17.05,,Fused Silica (Corning 7980),,7.64,,UV-Fused-Silica-Double-Convex-DCX-Lenses.xlsx,EO_2028,131,2f0c00e1f3686328cdd7bced2b271ab6acc9152f804f974a74f15c4383f7a188,2026-08-12T16:25:48.722572+00:00
Edmund Optics,08-084,TS 合成石英製両凸レンズ 18 x 40,double_convex,18.0,17.0,40.0,38.5,Uncoated,200.0,2200.0,587.6,1,35.99,-35.99,,Fused Silica (Corning 7980),,4.29,,UV-Fused-Silica-Double-Convex-DCX-Lenses.xlsx,EO_2028,139,2f0c00e1f3686328cdd7bced2b271ab6acc9152f804f974a74f15c4383f7a188,2026-08-12T16:25:48.722572+00:00
Edmund Optics,14-376,TS 平凸レンズ 15 x 200 VIS 0°,plano_convex,15.0,14.0,200.0,197.89,VIS 0° (425-675nm),425.0,675.0,,1,103.36,,,N-BK7,,3.2,,VIS-0-Coated-Plano-Convex-PCX-Lenses (2).xlsx,EO_2537,140,0497fb07d22d8e1d9c87c6088d733ef8f25480109b030c1d1dbeeb0198553764,2026-08-12T16:25:48.722572+00:00
Edmund Optics,14-384,TS 平凸レンズ 15 x 250 VIS 0°,plano_convex,15.0,14.0,250.0,248.02,VIS 0° (425-675nm),425.0,675.0,,1,129.2,,,N-BK7,,3.0,,VIS-0-Coated-Plano-Convex-PCX-Lenses (2).xlsx,EO_2537,141,0497fb07d22d8e1d9c87c6088d733ef8f25480109b030c1d1dbeeb0198553764,2026-08-12T16:25:48.722572+00:00
Edmund Optics,21-043,TS 合成石英製平凹レンズ 6 x -9 VIS-NIR,plano_concave,6.0,5.4,-9.0,-10.38,VIS-NIR (400-1000nm),400.0,1000.0,587.6,1,-4.13,,,Fused Silica (Corning 7980),,2.0,,UV-Fused-Silica-Plano-Concave-PCV-Lenses.xlsx,EO_2029,11,6adea2b1f35062c021c9b77985a354ba2b355297d98073b41655aeafd2e3b895,2026-08-12T16:25:48.722572+00:00
Edmund Optics,21-044,TS 合成石英製平凹レンズ 6 x -12 VIS-NIR,plano_concave,6.0,5.4,-12.0,-13.38,VIS-NIR (400-1000nm),400.0,1000.0,587.6,1,-5.5,,,Fused Silica (Corning 7980),,2.0,,UV-Fused-Silica-Plano-Concave-PCV-Lenses.xlsx,EO_2029,12,6adea2b1f35062c021c9b77985a354ba2b355297d98073b41655aeafd2e3b895,2026-08-12T16:25:48.722572+00:00
Edmund Optics,21-045,TS 合成石英製平凹レンズ 6 x -18 VIS-NIR,plano_concave,6.0,5.4,-18.0,-19.37,VIS-NIR (400-1000nm),400.0,1000.0,587.6,1,-8.25,,,Fused Silica (Corning 7980),,2.0,,UV-Fused-Silica-Plano-Concave-PCV-Lenses.xlsx,EO_2029,13,6adea2b1f35062c021c9b77985a354ba2b355297d98073b41655aeafd2e3b895,2026-08-12T16:25:48.722572+00:00
Edmund Optics,21-046,TS 合成石英製平凹レンズ 9 x -13.5 VIS-NIR,plano_concave,9.0,8.1,-13.5,-14.89,VIS-NIR (400-1000nm),400.0,1000.0,587.6,1,-6.2,,,Fused Silica (Corning 7980),,2.0,,UV-Fused-Silica-Plano-Concave-PCV-Lenses.xlsx,EO_2029,23,6adea2b1f35062c021c9b77985a354ba2b355297d98073b41655aeafd2e3b895,2026-08-12T16:25:48.722572+00:00
Edmund Optics,21-047,TS 合成石英製平凹レンズ 9 x -18 VIS-NIR,plano_concave,9.0,8.1,-18.0,-19.37,VIS-NIR (400-1000nm),400.0,1000.0,587.6,1,-8.25,,,Fused Silica (Corning 7980),,2.0,,UV-Fused-Silica-Plano-Concave-PCV-Lenses.xlsx,EO_2029,24,6adea2b1f35062c021c9b77985a354ba2b355297d98073b41655aeafd2e3b895,2026-08-12T16:25:48.722572+00:00
Edmund Optics,21-048,TS 合成石英製平凹レンズ 9 x -27 VIS-NIR,plano_concave,9.0,8.1,-27.0,-28.42,VIS-NIR (400-1000nm),400.0,1000.0,587.6,1,-12.4,,,Fused Silica (Corning 7980),,2.0,,UV-Fused-Silica-Plano-Concave-PCV-Lenses.xlsx,EO_2029,25,6adea2b1f35062c021c9b77985a354ba2b355297d98073b41655aeafd2e3b895,2026-08-12T16:25:48.722572+00:00
Edmund Optics,21-049,TS 合成石英製平凹レンズ 12 x -25 VIS-NIR,plano_concave,12.0,11.0,-25.0,-26.37,VIS-NIR (400-1000nm),400.0,1000.0,587.6,1,-11.46,,,Fused Silica (Corning 7980),,2.0,,UV-Fused-Silica-Plano-Concave-PCV-Lenses.xlsx,EO_2029,41,6adea2b1f35062c021c9b77985a354ba2b355297d98073b41655aeafd2e3b895,2026-08-12T16:25:48.722572+00:00
Edmund Optics,21-050,TS 合成石英製平凹レンズ 12 x -30 VIS-NIR,plano_concave,12.0,11.0,-30.0,-31.37,VIS-NIR (400-1000nm),400.0,1000.0,587.6,1,-13.75,,,Fused Silica (Corning 7980),,2.0,,UV-Fused-Silica-Plano-Concave-PCV-Lenses.xlsx,EO_2029,42,6adea2b1f35062c021c9b77985a354ba2b355297d98073b41655aeafd2e3b895,2026-08-12T16:25:48.722572+00:00
Edmund Optics,21-051,TS 合成石英製平凹レンズ 12 x -40 VIS-NIR,plano_concave,12.0,11.0,-40.0,-41.37,VIS-NIR (400-1000nm),400.0,1000.0,587.6,1,-18.33,,,Fused Silica (Corning 7980),,2.0,,UV-Fused-Silica-Plano-Concave-PCV-Lenses.xlsx,EO_2029,43,6adea2b1f35062c021c9b77985a354ba2b355297d98073b41655aeafd2e3b895,2026-08-12T16:25:48.722572+00:00
Edmund Optics,21-052,TS 合成石英製平凹レンズ 12 x -50 VIS-NIR,plano_concave,12.0,11.0,-50.0,-51.37,VIS-NIR (400-1000nm),400.0,1000.0,587.6,1,-22.92,,,Fused Silica (Corning 7980),,2.0,,UV-Fused-Silica-Plano-Concave-PCV-Lenses.xlsx,EO_2029,44,6adea2b1f35062c021c9b77985a354ba2b355297d98073b41655aeafd2e3b895,2026-08-12T16:25:48.722572+00:00
Edmund Optics,21-053,TS 合成石英製平凹レンズ 12 x -100 VIS-NIR,plano_concave,12.0,11.0,-100.0,-101.37,VIS-NIR (400-1000nm),400.0,1000.0,587.6,1,-45.85,,,Fused Silica (Corning 7980),,2.0,,UV-Fused-Silica-Plano-Concave-PCV-Lenses.xlsx,EO_2029,45,6adea2b1f35062c021c9b77985a354ba2b355297d98073b41655aeafd2e3b895,2026-08-12T16:25:48.722572+00:00
Edmund Optics,21-054,TS 合成石英製平凹レンズ 25 x -50 VIS-NIR,plano_concave,25.0,24.0,-50.0,-51.37,VIS-NIR (400-1000nm),400.0,1000.0,587.6,1,-22.92,,,Fused Silica (Corning 7980),,2.0,,UV-Fused-Silica-Plano-Concave-PCV-Lenses.xlsx,EO_2029,64,6adea2b1f35062c021c9b77985a354ba2b355297d98073b41655aeafd2e3b895,2026-08-12T16:25:48.722572+00:00
Edmund Optics,21-055,TS 合成石英製平凹レンズ 25 x -75 VIS-NIR,plano_concave,25.0,24.0,-75.0,-76.71,VIS-NIR (400-1000nm),400.0,1000.0,587.6,1,-34.38,,,Fused Silica (Corning 7980),,2.5,,UV-Fused-Silica-Plano-Concave-PCV-Lenses.xlsx,EO_2029,65,6adea2b1f35062c021c9b77985a354ba2b355297d98073b41655aeafd2e3b895,2026-08-12T16:25:48.722572+00:00
Edmund Optics,21-056,TS 合成石英製平凹レンズ 25 x -100 VIS-NIR,plano_concave,25.0,24.0,-100.0,-101.71,VIS-NIR (400-1000nm),400.0,1000.0,587.6,1,-45.84,,,Fused Silica (Corning 7980),,2.5,,UV-Fused-Silica-Plano-Concave-PCV-Lenses.xlsx,EO_2029,66,6adea2b1f35062c021c9b77985a354ba2b355297d98073b41655aeafd2e3b895,2026-08-12T16:25:48.722572+00:00
Edmund Optics,21-057,TS 合成石英製平凹レンズ 25 x -150 VIS-NIR,plano_concave,25.0,24.0,-150.0,-151.71,VIS-NIR (400-1000nm),400.0,1000.0,587.6,1,-68.76,,,Fused Silica (Corning 7980),,2.5,,UV-Fused-Silica-Plano-Concave-PCV-Lenses.xlsx,EO_2029,67,6adea2b1f35062c021c9b77985a354ba2b355297d98073b41655aeafd2e3b895,2026-08-12T16:25:48.722572+00:00
Edmund Optics,21-058,TS 合成石英製平凹レンズ 25 x -200 VIS-NIR,plano_concave,25.0,24.0,-200.0,-201.71,VIS-NIR (400-1000nm),400.0,1000.0,587.6,1,-91.69,,,Fused Silica (Corning 7980),,2.5,,UV-Fused-Silica-Plano-Concave-PCV-Lenses.xlsx,EO_2029,68,6adea2b1f35062c021c9b77985a354ba2b355297d98073b41655aeafd2e3b895,2026-08-12T16:25:48.722572+00:00
Edmund Optics,21-059,TS 合成石英製平凹レンズ 25 x -250 VIS-NIR,plano_concave,25.0,24.0,-250.0,-251.71,VIS-NIR (400-1000nm),400.0,1000.0,587.6,1,-114.61,,,Fused Silica (Corning 7980),,2.5,,UV-Fused-Silica-Plano-Concave-PCV-Lenses.xlsx,EO_2029,69,6adea2b1f35062c021c9b77985a354ba2b355297d98073b41655aeafd2e3b895,2026-08-12T16:25:48.722572+00:00
Edmund Optics,22-155,TS 合成石英製両凸レンズ 6 x 12 NIR I,double_convex,6.0,5.4,12.0,11.23,NIR I (600-1050nm),600.0,1050.0,587.6,1,10.65,-10.65,,Fused Silica (Corning 7980),,2.2,,UV-Fused-Silica-Double-Convex-DCX-Lenses.xlsx,EO_2028,21,2f0c00e1f3686328cdd7bced2b271ab6acc9152f804f974a74f15c4383f7a188,2026-08-12T16:25:48.722572+00:00
Edmund Optics,22-156,TS 合成石英製両凸レンズ 6 x 6 NIR I,double_convex,6.0,5.4,6.0,4.38,NIR I (600-1050nm),600.0,1050.0,587.6,1,4.76,-4.76,,Fused Silica (Corning 7980),,4.1,,UV-Fused-Silica-Double-Convex-DCX-Lenses.xlsx,EO_2028,8,2f0c00e1f3686328cdd7bced2b271ab6acc9152f804f974a74f15c4383f7a188,2026-08-12T16:25:48.722572+00:00
Edmund Optics,22-157,TS 合成石英製両凸レンズ 9 x 13.5 NIR I,double_convex,9.0,8.1,13.5,12.32,NIR I (600-1050nm),600.0,1050.0,587.6,1,11.84,-11.84,,Fused Silica (Corning 7980),,3.3,,UV-Fused-Silica-Double-Convex-DCX-Lenses.xlsx,EO_2028,47,2f0c00e1f3686328cdd7bced2b271ab6acc9152f804f974a74f15c4383f7a188,2026-08-12T16:25:48.722572+00:00
Edmund Optics,22-158,TS 合成石英製両凸レンズ 9 x 18 NIR I,double_convex,9.0,8.1,18.0,17.09,NIR I (600-1050nm),600.0,1050.0,587.6,1,16.09,-16.09,,Fused Silica (Corning 7980),,2.6,,UV-Fused-Silica-Double-Convex-DCX-Lenses.xlsx,EO_2028,55,2f0c00e1f3686328cdd7bced2b271ab6acc9152f804f974a74f15c4383f7a188,2026-08-12T16:25:48.722572+00:00
Edmund Optics,22-159,TS 合成石英製両凸レンズ 9 x 27 NIR I,double_convex,9.0,8.1,27.0,26.13,NIR I (600-1050nm),600.0,1050.0,587.6,1,24.36,-24.36,,Fused Silica (Corning 7980),,2.5,,UV-Fused-Silica-Double-Convex-DCX-Lenses.xlsx,EO_2028,63,2f0c00e1f3686328cdd7bced2b271ab6acc9152f804f974a74f15c4383f7a188,2026-08-12T16:25:48.722572+00:00
Edmund Optics,22-160,TS 合成石英製両凸レンズ 9 x 9 NIR I,double_convex,9.0,8.1,9.0,7.12,NIR I (600-1050nm),600.0,1050.0,587.6,1,7.39,-7.39,,Fused Silica (Corning 7980),,4.9,,UV-Fused-Silica-Double-Convex-DCX-Lenses.xlsx,EO_2028,39,2f0c00e1f3686328cdd7bced2b271ab6acc9152f804f974a74f15c4383f7a188,2026-08-12T16:25:48.722572+00:00
Edmund Optics,22-161,TS 合成石英製両凸レンズ 12 x 30 NIR I,double_convex,12.0,11.0,30.0,28.77,NIR I (600-1050nm),600.0,1050.0,587.6,1,26.94,-26.94,,Fused Silica (Corning 7980),,3.52,,UV-Fused-Silica-Double-Convex-DCX-Lenses.xlsx,EO_2028,108,2f0c00e1f3686328cdd7bced2b271ab6acc9152f804f974a74f15c4383f7a188,2026-08-12T16:25:48.722572+00:00
Edmund Optics,22-162,TS 合成石英製両凸レンズ 12 x 35 NIR I,double_convex,12.0,11.0,35.0,33.85,NIR I (600-1050nm),600.0,1050.0,587.6,1,31.57,-31.57,,Fused Silica (Corning 7980),,3.29,,UV-Fused-Silica-Double-Convex-DCX-Lenses.xlsx,EO_2028,116,2f0c00e1f3686328cdd7bced2b271ab6acc9152f804f974a74f15c4383f7a188,2026-08-12T16:25:48.722572+00:00
Edmund Optics,22-163,TS 合成石英製両凸レンズ 12 x 12 NIR I,double_convex,12.0,11.0,12.0,9.25,NIR I (600-1050nm),600.0,1050.0,587.6,1,9.74,-9.74,,Fused Silica (Corning 7980),,7.09,,UV-Fused-Silica-Double-Convex-DCX-Lenses.xlsx,EO_2028,76,2f0c00e1f3686328cdd7bced2b271ab6acc9152f804f974a74f15c4383f7a188,2026-08-12T16:25:48.722572+00:00
Edmund Optics,22-164,TS 合成石英製両凸レンズ 12 x 15 NIR I,double_convex,12.0,11.0,15.0,13.37,NIR I (600-1050nm),600.0,1050.0,587.6,1,13.01,-13.01,,Fused Silica (Corning 7980),,4.5,,UV-Fused-Silica-Double-Convex-DCX-Lenses.xlsx,EO_2028,84,2f0c00e1f3686328cdd7bced2b271ab6acc9152f804f974a74f15c4383f7a188,2026-08-12T16:25:48.722572+00:00
Edmund Optics,22-165,TS 合成石英製両凸レンズ 12 x 20 NIR I,double_convex,12.0,11.0,20.0,18.44,NIR I (600-1050nm),600.0,1050.0,587.6,1,17.63,-17.63,,Fused Silica (Corning 7980),,4.37,,UV-Fused-Silica-Double-Convex-DCX-Lenses.xlsx,EO_2028,92,2f0c00e1f3686328cdd7bced2b271ab6acc9152f804f974a74f15c4383f7a188,2026-08-12T16:25:48.722572+00:00
Edmund Optics,22-166,TS 合成石英製両凸レンズ 12 x 24 NIR I,double_convex,12.0,11.0,24.0,22.92,NIR I (600-1050nm),600.0,1050.0,587.6,1,21.51,-21.51,,Fused Silica (Corning 7980),,3.1,,UV-Fused-Silica-Double-Convex-DCX-Lenses.xlsx,EO_2028,100,2f0c00e1f3686328cdd7bced2b271ab6acc9152f804f974a74f15c4383f7a188,2026-08-12T16:25:48.722572+00:00
Edmund Optics,22-167,TS 合成石英製両凸レンズ 12 x 75 NIR I,double_convex,12.0,11.0,75.0,74.11,NIR I (600-1050nm),600.0,1050.0,587.6,1,68.36,-68.36,,Fused Silica (Corning 7980),,2.59,,UV-Fused-Silica-Double-Convex-DCX-Lenses.xlsx,EO_2028,129,2f0c00e1f3686328cdd7bced2b271ab6acc9152f804f974a74f15c4383f7a188,2026-08-12T16:25:48.722572+00:00
Edmund Optics,22-168,TS 合成石英製両凸レンズ 18 x 20 NIR I,double_convex,18.0,17.0,20.0,17.18,NIR I (600-1050nm),600.0,1050.0,587.6,1,17.05,-17.05,,Fused Silica (Corning 7980),,7.64,,UV-Fused-Silica-Double-Convex-DCX-Lenses.xlsx,EO_2028,137,2f0c00e1f3686328cdd7bced2b271ab6acc9152f804f974a74f15c4383f7a188,2026-08-12T16:25:48.722572+00:00
Edmund Optics,22-169,TS 合成石英製両凸レンズ 18 x 40 NIR I,double_convex,18.0,17.0,40.0,38.5,NIR I (600-1050nm),600.0,1050.0,587.6,1,35.99,-35.99,,Fused Silica (Corning 7980),,4.29,,UV-Fused-Silica-Double-Convex-DCX-Lenses.xlsx,EO_2028,145,2f0c00e1f3686328cdd7bced2b271ab6acc9152f804f974a74f15c4383f7a188,2026-08-12T16:25:48.722572+00:00
Edmund Optics,22-170,TS 合成石英製両凸レンズ 25 x 75.6 NIR I,double_convex,25.0,24.0,75.6,73.91,NIR I (600-1050nm),600.0,1050.0,587.6,1,68.55,-68.55,,Fused Silica (Corning 7980),,4.87,,UV-Fused-Silica-Double-Convex-DCX-Lenses.xlsx,EO_2028,177,2f0c00e1f3686328cdd7bced2b271ab6acc9152f804f974a74f15c4383f7a188,2026-08-12T16:25:48.722572+00:00
Edmund Optics,22-171,TS 合成石英製両凸レンズ 25 x 100 NIR I,double_convex,25.0,24.0,100.0,98.7,NIR I (600-1050nm),600.0,1050.0,587.6,1,91.09,-91.09,,Fused Silica (Corning 7980),,3.78,,UV-Fused-Silica-Double-Convex-DCX-Lenses.xlsx,EO_2028,185,2f0c00e1f3686328cdd7bced2b271ab6acc9152f804f974a74f15c4383f7a188,2026-08-12T16:25:48.722572+00:00
Edmund Optics,22-172,TS 合成石英製両凸レンズ 25 x 25 NIR I,double_convex,25.0,24.0,25.0,20.93,NIR I (600-1050nm),600.0,1050.0,587.6,1,21.06,-21.06,,Fused Silica (Corning 7980),,10.9,,UV-Fused-Silica-Double-Convex-DCX-Lenses.xlsx,EO_2028,153,2f0c00e1f3686328cdd7bced2b271ab6acc9152f804f974a74f15c4383f7a188,2026-08-12T16:25:48.722572+00:00
Edmund Optics,22-173,TS 合成石英製両凸レンズ 25 x 50 NIR I,double_convex,25.0,24.0,50.0,48.02,NIR I (600-1050nm),600.0,1050.0,587.6,1,44.94,-44.94,,Fused Silica (Corning 7980),,5.66,,UV-Fused-Silica-Double-Convex-DCX-Lenses.xlsx,EO_2028,161,2f0c00e1f3686328cdd7bced2b271ab6acc9152f804f974a74f15c4383f7a188,2026-08-12T16:25:48.722572+00:00
Edmund Optics,22-174,TS 合成石英製両凸レンズ 25 x 60 NIR I,double_convex,25.0,24.0,60.0,58.08,NIR I (600-1050nm),600.0,1050.0,587.6,1,54.14,-54.14,,Fused Silica (Corning 7980),,5.52,,UV-Fused-Silica-Double-Convex-DCX-Lenses.xlsx,EO_2028,169,2f0c00e1f3686328cdd7bced2b271ab6acc9152f804f974a74f15c4383f7a188,2026-08-12T16:25:48.722572+00:00
Edmund Optics,22-175,TS 合成石英製両凸レンズ 6 x 12 NIR II,double_convex,6.0,5.4,12.0,11.23,NIR II (750-1550nm),750.0,1550.0,587.6,1,10.65,-10.65,,Fused Silica (Corning 7980),,2.2,,UV-Fused-Silica-Double-Convex-DCX-Lenses.xlsx,EO_2028,22,2f0c00e1f3686328cdd7bced2b271ab6acc9152f804f974a74f15c4383f7a188,2026-08-12T16:25:48.722572+00:00
Edmund Optics,22-176,TS 合成石英製両凸レンズ 6 x 6 NIR II,double_convex,6.0,5.4,6.0,4.38,NIR II (750-1550nm),750.0,1550.0,587.6,1,4.76,-4.76,,Fused Silica (Corning 7980),,4.1,,UV-Fused-Silica-Double-Convex-DCX-Lenses.xlsx,EO_2028,9,2f0c00e1f3686328cdd7bced2b271ab6acc9152f804f974a74f15c4383f7a188,2026-08-12T16:25:48.722572+00:00
Edmund Optics,22-177,TS 合成石英製両凸レンズ 9 x 13.5 NIR II,double_convex,9.0,8.1,13.5,12.32,NIR II (750-1550nm),750.0,1550.0,587.6,1,11.84,-11.84,,Fused Silica (Corning 7980),,3.3,,UV-Fused-Silica-Double-Convex-DCX-Lenses.xlsx,EO_2028,48,2f0c00e1f3686328cdd7bced2b271ab6acc9152f804f974a74f15c4383f7a188,2026-08-12T16:25:48.722572+00:00
Edmund Optics,22-178,TS 合成石英製両凸レンズ 9 x 18 NIR II,double_convex,9.0,8.1,18.0,17.09,NIR II (750-1550nm),750.0,1550.0,587.6,1,16.09,-16.09,,Fused Silica (Corning 7980),,2.6,,UV-Fused-Silica-Double-Convex-DCX-Lenses.xlsx,EO_2028,56,2f0c00e1f3686328cdd7bced2b271ab6acc9152f804f974a74f15c4383f7a188,2026-08-12T16:25:48.722572+00:00
Edmund Optics,22-179,TS 合成石英製両凸レンズ 9 x 27 NIR II,double_convex,9.0,8.1,27.0,26.13,NIR II (750-1550nm),750.0,1550.0,587.6,1,24.36,-24.36,,Fused Silica (Corning 7980),,2.5,,UV-Fused-Silica-Double-Convex-DCX-Lenses.xlsx,EO_2028,64,2f0c00e1f3686328cdd7bced2b271ab6acc9152f804f974a74f15c4383f7a188,2026-08-12T16:25:48.722572+00:00
Edmund Optics,22-180,TS 合成石英製両凸レンズ 9 x 9 NIR II,double_convex,9.0,8.1,9.0,7.12,NIR II (750-1550nm),750.0,1550.0,587.6,1,7.39,-7.39,,Fused Silica (Corning 7980),,4.9,,UV-Fused-Silica-Double-Convex-DCX-Lenses.xlsx,EO_2028,40,2f0c00e1f3686328cdd7bced2b271ab6acc9152f804f974a74f15c4383f7a188,2026-08-12T16:25:48.722572+00:00
Edmund Optics,22-181,TS 合成石英製両凸レンズ 12 x 30 NIR II,double_convex,12.0,11.0,30.0,28.77,NIR II (750-1550nm),750.0,1550.0,587.6,1,26.94,-26.94,,Fused Silica (Corning 7980),,3.52,,UV-Fused-Silica-Double-Convex-DCX-Lenses.xlsx,EO_2028,109,2f0c00e1f3686328cdd7bced2b271ab6acc9152f804f974a74f15c4383f7a188,2026-08-12T16:25:48.722572+00:00
Edmund Optics,22-182,TS 合成石英製両凸レンズ 12 x 35 NIR II,double_convex,12.0,11.0,35.0,33.85,NIR II (750-1550nm),750.0,1550.0,587.6,1,31.57,-31.57,,Fused Silica (Corning 7980),,3.29,,UV-Fused-Silica-Double-Convex-DCX-Lenses.xlsx,EO_2028,117,2f0c00e1f3686328cdd7bced2b271ab6acc9152f804f974a74f15c4383f7a188,2026-08-12T16:25:48.722572+00:00
Edmund Optics,22-183,TS 合成石英製両凸レンズ 12 x 12 NIR II,double_convex,12.0,11.0,12.0,9.25,NIR II (750-1550nm),750.0,1550.0,587.6,1,9.74,-9.74,,Fused Silica (Corning 7980),,7.09,,UV-Fused-Silica-Double-Convex-DCX-Lenses.xlsx,EO_2028,77,2f0c00e1f3686328cdd7bced2b271ab6acc9152f804f974a74f15c4383f7a188,2026-08-12T16:25:48.722572+00:00
Edmund Optics,22-184,TS 合成石英製両凸レンズ 12 x 15 NIR II,double_convex,12.0,11.0,15.0,13.37,NIR II (750-1550nm),750.0,1550.0,587.6,1,13.01,-13.01,,Fused Silica (Corning 7980),,4.5,,UV-Fused-Silica-Double-Convex-DCX-Lenses.xlsx,EO_2028,85,2f0c00e1f3686328cdd7bced2b271ab6acc9152f804f974a74f15c4383f7a188,2026-08-12T16:25:48.722572+00:00
Edmund Optics,22-185,TS 合成石英製両凸レンズ 12 x 20 NIR II,double_convex,12.0,11.0,20.0,18.44,NIR II (750-1550nm),750.0,1550.0,587.6,1,17.63,-17.63,,Fused Silica (Corning 7980),,4.37,,UV-Fused-Silica-Double-Convex-DCX-Lenses.xlsx,EO_2028,93,2f0c00e1f3686328cdd7bced2b271ab6acc9152f804f974a74f15c4383f7a188,2026-08-12T16:25:48.722572+00:00
Edmund Optics,22-186,TS 合成石英製両凸レンズ 12 x 24 NIR II,double_convex,12.0,11.0,24.0,22.92,NIR II (750-1550nm),750.0,1550.0,587.6,1,21.51,-21.51,,Fused Silica (Corning 7980),,3.1,,UV-Fused-Silica-Double-Convex-DCX-Lenses.xlsx,EO_2028,101,2f0c00e1f3686328cdd7bced2b271ab6acc9152f804f974a74f15c4383f7a188,2026-08-12T16:25:48.722572+00:00
Edmund Optics,22-187,TS 合成石英製両凸レンズ 12 x 75 NIR II,double_convex,12.0,11.0,75.0,74.11,NIR II (750-1550nm),750.0,1550.0,587.6,1,68.36,-68.36,,Fused Silica (Corning 7980),,2.59,,UV-Fused-Silica-Double-Convex-DCX-Lenses.xlsx,EO_2028,130,2f0c00e1f3686328cdd7bced2b271ab6acc9152f804f974a74f15c4383f7a188,2026-08-12T16:25:48.722572+00:00
Edmund Optics,22-188,TS 合成石英製両凸レンズ 18 x 20 NIR II,double_convex,18.0,17.0,20.0,17.18,NIR II (750-1550nm),750.0,1550.0,587.6,1,17.05,-17.05,,Fused Silica (Corning 7980),,7.64,,UV-Fused-Silica-Double-Convex-DCX-Lenses.xlsx,EO_2028,138,2f0c00e1f3686328cdd7bced2b271ab6acc9152f804f974a74f15c4383f7a188,2026-08-12T16:25:48.722572+00:00
Edmund Optics,22-189,TS 合成石英製両凸レンズ 18 x 40 NIR II,double_convex,18.0,17.0,40.0,38.5,NIR II (750-1550nm),750.0,1550.0,587.6,1,35.99,-35.99,,Fused Silica (Corning 7980),,4.29,,UV-Fused-Silica-Double-Convex-DCX-Lenses.xlsx,EO_2028,146,2f0c00e1f3686328cdd7bced2b271ab6acc9152f804f974a74f15c4383f7a188,2026-08-12T16:25:48.722572+00:00
Edmund Optics,22-190,TS 合成石英製両凸レンズ 25 x 75.6 NIR II,double_convex,25.0,24.0,75.6,73.91,NIR II (750-1550nm),750.0,1550.0,587.6,1,68.55,-68.55,,Fused Silica (Corning 7980),,4.87,,UV-Fused-Silica-Double-Convex-DCX-Lenses.xlsx,EO_2028,178,2f0c00e1f3686328cdd7bced2b271ab6acc9152f804f974a74f15c4383f7a188,2026-08-12T16:25:48.722572+00:00
Edmund Optics,22-191,TS 合成石英製両凸レンズ 25 x 100 NIR II,double_convex,25.0,24.0,100.0,98.7,NIR II (750-1550nm),750.0,1550.0,587.6,1,91.09,-91.09,,Fused Silica (Corning 7980),,3.78,,UV-Fused-Silica-Double-Convex-DCX-Lenses.xlsx,EO_2028,186,2f0c00e1f3686328cdd7bced2b271ab6acc9152f804f974a74f15c4383f7a188,2026-08-12T16:25:48.722572+00:00
Edmund Optics,22-192,TS 合成石英製両凸レンズ 25 x 25 NIR II,double_convex,25.0,24.0,25.0,20.93,NIR II (750-1550nm),750.0,1550.0,587.6,1,21.06,-21.06,,Fused Silica (Corning 7980),,10.9,,UV-Fused-Silica-Double-Convex-DCX-Lenses.xlsx,EO_2028,154,2f0c00e1f3686328cdd7bced2b271ab6acc9152f804f974a74f15c4383f7a188,2026-08-12T16:25:48.722572+00:00
Edmund Optics,22-193,TS 合成石英製両凸レンズ 25 x 50 NIR II,double_convex,25.0,24.0,50.0,48.02,NIR II (750-1550nm),750.0,1550.0,587.6,1,44.94,-44.94,,Fused Silica (Corning 7980),,5.66,,UV-Fused-Silica-Double-Convex-DCX-Lenses.xlsx,EO_2028,162,2f0c00e1f3686328cdd7bced2b271ab6acc9152f804f974a74f15c4383f7a188,2026-08-12T16:25:48.722572+00:00
Edmund Optics,22-194,TS 合成石英製両凸レンズ 25 x 60 NIR II,double_convex,25.0,24.0,60.0,58.08,NIR II (750-1550nm),750.0,1550.0,587.6,1,54.14,-54.14,,Fused Silica (Corning 7980),,5.52,,UV-Fused-Silica-Double-Convex-DCX-Lenses.xlsx,EO_2028,170,2f0c00e1f3686328cdd7bced2b271ab6acc9152f804f974a74f15c4383f7a188,2026-08-12T16:25:48.722572+00:00
Edmund Optics,22-195,TS 合成石英製両凸レンズ 6 x 12 VIS-EXT,double_convex,6.0,5.4,12.0,11.23,VIS-EXT (350-700nm),350.0,700.0,587.6,1,10.65,-10.65,,Fused Silica (Corning 7980),,2.2,,UV-Fused-Silica-Double-Convex-DCX-Lenses.xlsx,EO_2028,18,2f0c00e1f3686328cdd7bced2b271ab6acc9152f804f974a74f15c4383f7a188,2026-08-12T16:25:48.722572+00:00
